Idioma,Únicas,Duplicadas,Total de Denúncias,Mês,Mês Número,Ano
german,1.0,2.0,3,Setembro,9,2015
spanish,47.0,15.0,62,Setembro,9,2015
dutch,1.0,5.0,6,Setembro,9,2015
pinyin,0.0,0.0,0,Setembro,9,2015
english,832.0,823.0,1655,Setembro,9,2015
portuguese,815.0,1460.0,2275,Outubro,10,2015
french,49.0,41.0,90,Outubro,10,2015
farsi,0.0,0.0,0,Outubro,10,2015
swedish,11.0,0.0,11,Outubro,10,2015
russian,182.0,185.0,367,Outubro,10,2015
german,0.0,1.0,1,Outubro,10,2015
spanish,30.0,16.0,46,Outubro,10,2015
dutch,1.0,0.0,1,Outubro,10,2015
pinyin,0.0,0.0,0,Outubro,10,2015
english,2849.0,5461.0,8310,Outubro,10,2015
portuguese,994.0,1420.0,2414,Novembro,11,2015
french,76.0,45.0,121,Novembro,11,2015
farsi,0.0,0.0,0,Novembro,11,2015
swedish,10.0,0.0,10,Novembro,11,2015
russian,159.0,101.0,260,Novembro,11,2015
german,4.0,0.0,4,Novembro,11,2015
spanish,31.0,41.0,72,Novembro,11,2015
dutch,1.0,0.0,1,Novembro,11,2015
pinyin,0.0,0.0,0,Novembro,11,2015
english,2881.0,5744.0,8625,Novembro,11,2015
portuguese,943.0,717.0,1660,Dezembro,12,2015
french,51.0,47.0,98,Dezembro,12,2015
farsi,0.0,0.0,0,Dezembro,12,2015
swedish,16.0,5.0,21,Dezembro,12,2015
russian,114.0,144.0,258,Dezembro,12,2015
german,1.0,1.0,2,Dezembro,12,2015
spanish,38.0,17.0,55,Dezembro,12,2015
dutch,1.0,0.0,1,Dezembro,12,2015
pinyin,0.0,0.0,0,Dezembro,12,2015
english,2588.0,4598.0,7186,Dezembro,12,2015
portuguese,1476.0,13052.0,14528,Janeiro,1,2016
french,78.0,71.0,149,Janeiro,1,2016
farsi,1.0,0.0,1,Janeiro,1,2016
swedish,13.0,0.0,13,Janeiro,1,2016
russian,160.0,117.0,277,Janeiro,1,2016
german,5.0,1.0,6,Janeiro,1,2016
spanish,51.0,39.0,90,Janeiro,1,2016
dutch,1.0,1.0,2,Janeiro,1,2016
pinyin,0.0,0.0,0,Janeiro,1,2016
english,3194.0,8495.0,11689,Janeiro,1,2016
portuguese,1108.0,5907.0,7015,Fevereiro,2,2016
french,45.0,50.0,95,Fevereiro,2,2016
farsi,0.0,0.0,0,Fevereiro,2,2016
swedish,2.0,0.0,2,Fevereiro,2,2016
russian,144.0,112.0,256,Fevereiro,2,2016
german,3.0,3.0,6,Fevereiro,2,2016
spanish,34.0,16.0,50,Fevereiro,2,2016
dutch,0.0,0.0,0,Fevereiro,2,2016
pinyin,0.0,0.0,0,Fevereiro,2,2016
english,2830.0,6536.0,9366,Fevereiro,2,2016
portuguese,1182.0,1184.0,2366,Março,3,2016
french,33.0,41.0,74,Março,3,2016
farsi,0.0,0.0,0,Março,3,2016
swedish,0.0,0.0,0,Março,3,2016
russian,116.0,120.0,236,Março,3,2016
german,9.0,0.0,9,Março,3,2016
spanish,56.0,20.0,76,Março,3,2016
dutch,0.0,0.0,0,Março,3,2016
pinyin,0.0,0.0,0,Março,3,2016
english,2143.0,1851.0,3994,Março,3,2016
portuguese,1285.0,1568.0,2853,Abril,4,2016
french,93.0,84.0,177,Abril,4,2016
farsi,0.0,0.0,0,Abril,4,2016
swedish,0.0,0.0,0,Abril,4,2016
russian,197.0,232.0,429,Abril,4,2016
german,14.0,3.0,17,Abril,4,2016
spanish,52.0,17.0,69,Abril,4,2016
dutch,0.0,0.0,0,Abril,4,2016
pinyin,0.0,0.0,0,Abril,4,2016
english,2222.0,2436.0,4658,Abril,4,2016
portuguese,1365.0,2033.0,3398,Maio,5,2016
french,100.0,55.0,155,Maio,5,2016
farsi,1.0,0.0,1,Maio,5,2016
swedish,0.0,0.0,0,Maio,5,2016
russian,251.0,304.0,555,Maio,5,2016
german,10.0,7.0,17,Maio,5,2016
spanish,47.0,33.0,80,Maio,5,2016
dutch,0.0,0.0,0,Maio,5,2016
pinyin,0.0,0.0,0,Maio,5,2016
english,2867.0,10904.0,13771,Maio,5,2016
portuguese,850.0,1225.0,2075,Junho,6,2016
french,115.0,37.0,152,Junho,6,2016
farsi,2.0,2.0,4,Junho,6,2016
swedish,1.0,0.0,1,Junho,6,2016
russian,127.0,60.0,187,Junho,6,2016
german,10.0,5.0,15,Junho,6,2016
spanish,31.0,14.0,45,Junho,6,2016
dutch,0.0,0.0,0,Junho,6,2016
pinyin,0.0,0.0,0,Junho,6,2016
english,1716.0,1678.0,3394,Junho,6,2016
portuguese,995.0,1179.0,2174,Julho,7,2016
french,128.0,123.0,251,Julho,7,2016
farsi,0.0,0.0,0,Julho,7,2016
swedish,0.0,0.0,0,Julho,7,2016
russian,198.0,215.0,413,Julho,7,2016
german,13.0,2.0,15,Julho,7,2016
spanish,46.0,38.0,84,Julho,7,2016
dutch,0.0,0.0,0,Julho,7,2016
pinyin,0.0,0.0,0,Julho,7,2016
english,1855.0,1775.0,3630,Julho,7,2016
portuguese,1053.0,2499.0,3552,Agosto,8,2016
french,102.0,63.0,165,Agosto,8,2016
farsi,0.0,0.0,0,Agosto,8,2016
swedish,0.0,0.0,0,Agosto,8,2016
russian,174.0,514.0,688,Agosto,8,2016
german,15.0,17.0,32,Agosto,8,2016
spanish,53.0,65.0,118,Agosto,8,2016
dutch,0.0,0.0,0,Agosto,8,2016
pinyin,0.0,0.0,0,Agosto,8,2016
english,2152.0,3005.0,5157,Agosto,8,2016
portuguese,520.0,1417.0,1937,Setembro,9,2016
french,79.0,235.0,314,Setembro,9,2016
farsi,1.0,0.0,1,Setembro,9,2016
swedish,0.0,0.0,0,Setembro,9,2016
russian,93.0,159.0,252,Setembro,9,2016
german,6.0,8.0,14,Setembro,9,2016
spanish,35.0,24.0,59,Setembro,9,2016
dutch,1.0,1.0,2,Setembro,9,2016
pinyin,0.0,0.0,0,Setembro,9,2016
english,1489.0,3606.0,5095,Setembro,9,2016
portuguese,222.0,441.0,663,Outubro,10,2016
french,31.0,31.0,62,Outubro,10,2016
farsi,1.0,0.0,1,Outubro,10,2016
swedish,1.0,3.0,4,Outubro,10,2016
russian,28.0,171.0,199,Outubro,10,2016
german,4.0,3.0,7,Outubro,10,2016
spanish,18.0,11.0,29,Outubro,10,2016
dutch,5.0,11.0,16,Outubro,10,2016
pinyin,0.0,0.0,0,Outubro,10,2016
english,445.0,702.0,1147,Outubro,10,2016
portuguese,238.0,219.0,457,Novembro,11,2016
french,24.0,12.0,36,Novembro,11,2016
farsi,1.0,0.0,1,Novembro,11,2016
swedish,1.0,3.0,4,Novembro,11,2016
russian,64.0,60.0,124,Novembro,11,2016
german,4.0,1.0,5,Novembro,11,2016
spanish,22.0,14.0,36,Novembro,11,2016
dutch,2.0,0.0,2,Novembro,11,2016
pinyin,0.0,0.0,0,Novembro,11,2016
english,711.0,454.0,1165,Novembro,11,2016
portuguese,264.0,189.0,453,Dezembro,12,2016
french,54.0,22.0,76,Dezembro,12,2016
farsi,2.0,0.0,2,Dezembro,12,2016
swedish,1.0,2.0,3,Dezembro,12,2016
russian,85.0,68.0,153,Dezembro,12,2016
german,3.0,1.0,4,Dezembro,12,2016
spanish,28.0,7.0,35,Dezembro,12,2016
dutch,2.0,0.0,2,Dezembro,12,2016
pinyin,0.0,0.0,0,Dezembro,12,2016
english,751.0,888.0,1639,Dezembro,12,2016
portuguese,564.0,633.0,1197,Janeiro,1,2017
french,74.0,33.0,107,Janeiro,1,2017
farsi,0.0,0.0,0,Janeiro,1,2017
swedish,0.0,2.0,2,Janeiro,1,2017
russian,114.0,76.0,190,Janeiro,1,2017
german,8.0,1.0,9,Janeiro,1,2017
spanish,22.0,19.0,41,Janeiro,1,2017
dutch,0.0,0.0,0,Janeiro,1,2017
pinyin,0.0,0.0,0,Janeiro,1,2017
english,1166.0,712.0,1878,Janeiro,1,2017
portuguese,521.0,610.0,1131,Fevereiro,2,2017
french,49.0,18.0,67,Fevereiro,2,2017
farsi,0.0,0.0,0,Fevereiro,2,2017
swedish,0.0,1.0,1,Fevereiro,2,2017
russian,121.0,87.0,208,Fevereiro,2,2017
german,13.0,6.0,19,Fevereiro,2,2017
spanish,30.0,13.0,43,Fevereiro,2,2017
dutch,0.0,0.0,0,Fevereiro,2,2017
pinyin,0.0,0.0,0,Fevereiro,2,2017
english,1382.0,1957.0,3339,Fevereiro,2,2017
portuguese,569.0,436.0,1005,Março,3,2017
french,76.0,40.0,116,Março,3,2017
farsi,1.0,0.0,1,Março,3,2017
swedish,0.0,1.0,1,Março,3,2017
russian,118.0,241.0,359,Março,3,2017
german,3.0,11.0,14,Março,3,2017
spanish,36.0,10.0,46,Março,3,2017
dutch,0.0,1.0,1,Março,3,2017
pinyin,0.0,0.0,0,Março,3,2017
english,1583.0,1527.0,3110,Março,3,2017
portuguese,595.0,391.0,986,Abril,4,2017
french,80.0,27.0,107,Abril,4,2017
farsi,1.0,0.0,1,Abril,4,2017
swedish,0.0,0.0,0,Abril,4,2017
russian,105.0,54.0,159,Abril,4,2017
german,6.0,6.0,12,Abril,4,2017
spanish,36.0,15.0,51,Abril,4,2017
dutch,1.0,0.0,1,Abril,4,2017
pinyin,0.0,0.0,0,Abril,4,2017
english,1949.0,7386.0,9335,Abril,4,2017
portuguese,643.0,462.0,1105,Maio,5,2017
french,57.0,9.0,66,Maio,5,2017
farsi,1.0,1.0,2,Maio,5,2017
swedish,0.0,0.0,0,Maio,5,2017
russian,179.0,72.0,251,Maio,5,2017
german,6.0,4.0,10,Maio,5,2017
spanish,37.0,12.0,49,Maio,5,2017
dutch,0.0,0.0,0,Maio,5,2017
pinyin,0.0,0.0,0,Maio,5,2017
english,1629.0,1249.0,2878,Maio,5,2017
portuguese,622.0,609.0,1231,Junho,6,2017
french,69.0,36.0,105,Junho,6,2017
farsi,0.0,0.0,0,Junho,6,2017
swedish,0.0,0.0,0,Junho,6,2017
russian,137.0,90.0,227,Junho,6,2017
german,2.0,5.0,7,Junho,6,2017
spanish,24.0,13.0,37,Junho,6,2017
dutch,0.0,0.0,0,Junho,6,2017
pinyin,0.0,0.0,0,Junho,6,2017
english,1204.0,1051.0,2255,Junho,6,2017
portuguese,473.0,487.0,960,Julho,7,2017
french,52.0,16.0,68,Julho,7,2017
farsi,0.0,0.0,0,Julho,7,2017
swedish,0.0,0.0,0,Julho,7,2017
russian,160.0,128.0,288,Julho,7,2017
german,3.0,4.0,7,Julho,7,2017
spanish,42.0,30.0,72,Julho,7,2017
dutch,0.0,0.0,0,Julho,7,2017
pinyin,0.0,0.0,0,Julho,7,2017
english,1304.0,1043.0,2347,Julho,7,2017
portuguese,512.0,371.0,883,Agosto,8,2017
french,57.0,31.0,88,Agosto,8,2017
farsi,2.0,2.0,4,Agosto,8,2017
swedish,0.0,0.0,0,Agosto,8,2017
russian,193.0,77.0,270,Agosto,8,2017
german,4.0,2.0,6,Agosto,8,2017
spanish,51.0,12.0,63,Agosto,8,2017
dutch,2.0,3.0,5,Agosto,8,2017
pinyin,0.0,0.0,0,Agosto,8,2017
english,1560.0,955.0,2515,Agosto,8,2017
portuguese,751.0,531.0,1282,Setembro,9,2017
french,62.0,38.0,100,Setembro,9,2017
farsi,0.0,0.0,0,Setembro,9,2017
swedish,1.0,0.0,1,Setembro,9,2017
russian,184.0,188.0,372,Setembro,9,2017
german,9.0,8.0,17,Setembro,9,2017
spanish,41.0,19.0,60,Setembro,9,2017
dutch,3.0,3.0,6,Setembro,9,2017
pinyin,0.0,0.0,0,Setembro,9,2017
english,1413.0,1316.0,2729,Setembro,9,2017
portuguese,579.0,313.0,892,Outubro,10,2017
french,106.0,55.0,161,Outubro,10,2017
farsi,4.0,0.0,4,Outubro,10,2017
swedish,0.0,0.0,0,Outubro,10,2017
russian,200.0,115.0,315,Outubro,10,2017
german,12.0,22.0,34,Outubro,10,2017
spanish,65.0,31.0,96,Outubro,10,2017
dutch,5.0,1.0,6,Outubro,10,2017
pinyin,0.0,0.0,0,Outubro,10,2017
english,1539.0,1092.0,2631,Outubro,10,2017
portuguese,763.0,364.0,1127,Novembro,11,2017
french,59.0,60.0,119,Novembro,11,2017
farsi,2.0,0.0,2,Novembro,11,2017
swedish,0.0,0.0,0,Novembro,11,2017
russian,161.0,139.0,300,Novembro,11,2017
german,11.0,22.0,33,Novembro,11,2017
spanish,173.0,42.0,215,Novembro,11,2017
dutch,0.0,0.0,0,Novembro,11,2017
pinyin,0.0,0.0,0,Novembro,11,2017
english,1283.0,906.0,2189,Novembro,11,2017
portuguese,577.0,425.0,1002,Dezembro,12,2017
french,96.0,131.0,227,Dezembro,12,2017
farsi,1.0,0.0,1,Dezembro,12,2017
swedish,2.0,0.0,2,Dezembro,12,2017
russian,121.0,95.0,216,Dezembro,12,2017
german,4.0,10.0,14,Dezembro,12,2017
spanish,45.0,160.0,205,Dezembro,12,2017
dutch,2.0,0.0,2,Dezembro,12,2017
pinyin,0.0,0.0,0,Dezembro,12,2017
english,1143.0,1227.0,2370,Dezembro,12,2017
portuguese,888.0,5736.0,6624,Janeiro,1,2018
french,57.0,25.0,82,Janeiro,1,2018
farsi,0.0,0.0,0,Janeiro,1,2018
swedish,0.0,0.0,0,Janeiro,1,2018
russian,178.0,428.0,606,Janeiro,1,2018
german,3.0,13.0,16,Janeiro,1,2018
spanish,29.0,18.0,47,Janeiro,1,2018
dutch,0.0,0.0,0,Janeiro,1,2018
pinyin,0.0,0.0,0,Janeiro,1,2018
english,1415.0,1142.0,2557,Janeiro,1,2018
portuguese,699.0,335.0,1034,Fevereiro,2,2018
french,76.0,56.0,132,Fevereiro,2,2018
farsi,1.0,1.0,2,Fevereiro,2,2018
swedish,1.0,0.0,1,Fevereiro,2,2018
russian,225.0,390.0,615,Fevereiro,2,2018
german,4.0,14.0,18,Fevereiro,2,2018
spanish,26.0,20.0,46,Fevereiro,2,2018
dutch,2.0,18.0,20,Fevereiro,2,2018
pinyin,0.0,0.0,0,Fevereiro,2,2018
english,1386.0,1147.0,2533,Fevereiro,2,2018
portuguese,692.0,733.0,1425,Março,3,2018
french,106.0,69.0,175,Março,3,2018
farsi,0.0,1.0,1,Março,3,2018
swedish,0.0,0.0,0,Março,3,2018
russian,245.0,135.0,380,Março,3,2018
german,6.0,1.0,7,Março,3,2018
spanish,34.0,17.0,51,Março,3,2018
dutch,4.0,0.0,4,Março,3,2018
pinyin,0.0,0.0,0,Março,3,2018
english,1828.0,1119.0,2947,Março,3,2018
portuguese,668.0,420.0,1088,Abril,4,2018
french,126.0,112.0,238,Abril,4,2018
farsi,1.0,0.0,1,Abril,4,2018
swedish,0.0,0.0,0,Abril,4,2018
russian,231.0,249.0,480,Abril,4,2018
german,3.0,3.0,6,Abril,4,2018
spanish,32.0,97.0,129,Abril,4,2018
dutch,1.0,0.0,1,Abril,4,2018
pinyin,0.0,0.0,0,Abril,4,2018
english,1519.0,1335.0,2854,Abril,4,2018
portuguese,593.0,335.0,928,Maio,5,2018
french,105.0,130.0,235,Maio,5,2018
farsi,0.0,1.0,1,Maio,5,2018
swedish,1.0,0.0,1,Maio,5,2018
russian,239.0,476.0,715,Maio,5,2018
german,4.0,2.0,6,Maio,5,2018
spanish,35.0,28.0,63,Maio,5,2018
dutch,3.0,2.0,5,Maio,5,2018
pinyin,0.0,0.0,0,Maio,5,2018
english,1453.0,1608.0,3061,Maio,5,2018
portuguese,608.0,661.0,1269,Junho,6,2018
french,79.0,102.0,181,Junho,6,2018
farsi,1.0,0.0,1,Junho,6,2018
swedish,1.0,0.0,1,Junho,6,2018
russian,241.0,171.0,412,Junho,6,2018
german,3.0,0.0,3,Junho,6,2018
spanish,29.0,19.0,48,Junho,6,2018
dutch,2.0,0.0,2,Junho,6,2018
pinyin,0.0,0.0,0,Junho,6,2018
english,1473.0,1351.0,2824,Junho,6,2018
portuguese,513.0,345.0,858,Julho,7,2018
french,93.0,92.0,185,Julho,7,2018
farsi,0.0,11.0,11,Julho,7,2018
swedish,2.0,6.0,8,Julho,7,2018
russian,204.0,225.0,429,Julho,7,2018
german,5.0,1.0,6,Julho,7,2018
spanish,38.0,37.0,75,Julho,7,2018
dutch,3.0,0.0,3,Julho,7,2018
pinyin,0.0,0.0,0,Julho,7,2018
english,1515.0,1353.0,2868,Julho,7,2018
portuguese,471.0,325.0,796,Agosto,8,2018
french,120.0,106.0,226,Agosto,8,2018
farsi,0.0,0.0,0,Agosto,8,2018
swedish,1.0,2.0,3,Agosto,8,2018
russian,237.0,542.0,779,Agosto,8,2018
german,3.0,0.0,3,Agosto,8,2018
spanish,83.0,39.0,122,Agosto,8,2018
dutch,0.0,0.0,0,Agosto,8,2018
pinyin,0.0,0.0,0,Agosto,8,2018
english,1401.0,1296.0,2697,Agosto,8,2018
portuguese,951.0,564.0,1515,Setembro,9,2018
french,102.0,100.0,202,Setembro,9,2018
farsi,0.0,7.0,7,Setembro,9,2018
swedish,0.0,0.0,0,Setembro,9,2018
russian,410.0,376.0,786,Setembro,9,2018
german,12.0,0.0,12,Setembro,9,2018
spanish,103.0,46.0,149,Setembro,9,2018
dutch,8.0,1.0,9,Setembro,9,2018
pinyin,0.0,0.0,0,Setembro,9,2018
english,1981.0,1532.0,3513,Setembro,9,2018
portuguese,3931.0,6920.0,10851,Outubro,10,2018
french,71.0,112.0,183,Outubro,10,2018
farsi,0.0,0.0,0,Outubro,10,2018
swedish,0.0,0.0,0,Outubro,10,2018
russian,1868.0,1558.0,3426,Outubro,10,2018
german,5.0,5.0,10,Outubro,10,2018
spanish,50.0,36.0,86,Outubro,10,2018
dutch,1.0,0.0,1,Outubro,10,2018
pinyin,1.0,1.0,2,Outubro,10,2018
english,6209.0,7620.0,13829,Outubro,10,2018
portuguese,595.0,377.0,972,Novembro,11,2018
french,86.0,70.0,156,Novembro,11,2018
farsi,0.0,4.0,4,Novembro,11,2018
swedish,0.0,0.0,0,Novembro,11,2018
russian,317.0,206.0,523,Novembro,11,2018
german,4.0,2.0,6,Novembro,11,2018
spanish,32.0,27.0,59,Novembro,11,2018
dutch,0.0,1.0,1,Novembro,11,2018
pinyin,0.0,0.0,0,Novembro,11,2018
english,1526.0,1639.0,3165,Novembro,11,2018
portuguese,520.0,331.0,851,Dezembro,12,2018
french,81.0,75.0,156,Dezembro,12,2018
farsi,0.0,1.0,1,Dezembro,12,2018
swedish,0.0,0.0,0,Dezembro,12,2018
russian,319.0,182.0,501,Dezembro,12,2018
german,6.0,5.0,11,Dezembro,12,2018
spanish,42.0,21.0,63,Dezembro,12,2018
dutch,1.0,0.0,1,Dezembro,12,2018
pinyin,0.0,3.0,3,Dezembro,12,2018
english,1759.0,1405.0,3164,Dezembro,12,2018
