Período,Domínio,Únicas,Duplicadas,Total
01/01/2014 a 31/01/2014,orkut.com.br,387,2054,2441
,,,,
01/02/2014 a 28/02/2014,terra.com.br,47,110,157
01/02/2014 a 28/02/2014,facebook.com,1306,2459,3765
01/02/2014 a 28/02/2014,xvideos.com,130,88,218
01/02/2014 a 28/02/2014,youtube.com,86,76,162
01/02/2014 a 28/02/2014,motherless.com,29,3,32
01/02/2014 a 28/02/2014,tumblr.com,37,6268,6305
01/02/2014 a 28/02/2014,twitter.com,200,288,488
01/02/2014 a 28/02/2014,dropbox.com,30,4,34
01/02/2014 a 28/02/2014,orkut.com.br,590,2010,2600
01/02/2014 a 28/02/2014,wordpress.com,75,7342,7417
,,,,
01/03/2014 a 31/03/2014,terra.com.br,44,53,97
01/03/2014 a 31/03/2014,facebook.com,2269,4443,6712
01/03/2014 a 31/03/2014,xvideos.com,176,81,257
01/03/2014 a 31/03/2014,youtube.com,201,737,938
01/03/2014 a 31/03/2014,tumblr.com,46,10,56
01/03/2014 a 31/03/2014,globo.com,29,4,33
01/03/2014 a 31/03/2014,imgur.com,43,46,89
01/03/2014 a 31/03/2014,grandegaroto.com.br,33,16,49
01/03/2014 a 31/03/2014,twitter.com,68,88,156
01/03/2014 a 31/03/2014,orkut.com.br,645,2148,2793
,,,,
01/04/2014 a 30/04/2014,terra.com.br,36,45,81
01/04/2014 a 30/04/2014,facebook.com,1873,3883,5756
01/04/2014 a 30/04/2014,xvideos.com,124,159,283
01/04/2014 a 30/04/2014,youtube.com,168,489,657
01/04/2014 a 30/04/2014,tumblr.com,31,21,52
01/04/2014 a 30/04/2014,globo.com,33,19,52
01/04/2014 a 30/04/2014,imgur.com,30,23,53
01/04/2014 a 30/04/2014,twitter.com,60,61,121
01/04/2014 a 30/04/2014,orkut.com.br,458,2646,3104
01/04/2014 a 30/04/2014,vk.com,25,2,27
,,,,
01/05/2014 a 31/05/2014,terra.com.br,60,39,99
01/05/2014 a 31/05/2014,facebook.com,1535,1819,3354
01/05/2014 a 31/05/2014,xvideos.com,144,82,226
01/05/2014 a 31/05/2014,youtube.com,85,91,176
01/05/2014 a 31/05/2014,tumblr.com,27,5,32
01/05/2014 a 31/05/2014,imgur.com,30,25,55
01/05/2014 a 31/05/2014,google.com,30,13,43
01/05/2014 a 31/05/2014,twitter.com,48,70,118
01/05/2014 a 31/05/2014,dropbox.com,37,5,42
01/05/2014 a 31/05/2014,orkut.com.br,365,1801,2166
,,,,
01/06/2014 a 30/06/2014,terra.com.br,43,49,92
01/06/2014 a 30/06/2014,facebook.com,1745,3411,5156
01/06/2014 a 30/06/2014,xvideos.com,124,80,204
01/06/2014 a 30/06/2014,youtube.com,74,29,103
01/06/2014 a 30/06/2014,tumblr.com,40,23,63
01/06/2014 a 30/06/2014,anuncios-classificados.net,48,12,60
01/06/2014 a 30/06/2014,google.com,36,10,46
01/06/2014 a 30/06/2014,jimdo.com,37,3750,3787
01/06/2014 a 30/06/2014,twitter.com,133,213,346
01/06/2014 a 30/06/2014,orkut.com.br,607,1559,2166
,,,,
01/07/2014 a 31/07/2014,terra.com.br,47,22,69
01/07/2014 a 31/07/2014,facebook.com,1763,1416,3179
01/07/2014 a 31/07/2014,xvideos.com,136,81,217
01/07/2014 a 31/07/2014,youtube.com,97,29,126
01/07/2014 a 31/07/2014,tumblr.com,29,14,43
01/07/2014 a 31/07/2014,google.com,45,5,50
01/07/2014 a 31/07/2014,twitter.com,246,117,363
01/07/2014 a 31/07/2014,dropbox.com,25,8,33
01/07/2014 a 31/07/2014,orkut.com.br,501,281,782
01/07/2014 a 31/07/2014,imgsrc.ru,37,6,43
,,,,
01/08/2014 a 31/08/2014,terra.com.br,55,26,81
01/08/2014 a 31/08/2014,xnxx.com,29,5,34
01/08/2014 a 31/08/2014,facebook.com,1257,1252,2509
01/08/2014 a 31/08/2014,xvideos.com,155,56,211
01/08/2014 a 31/08/2014,novinhas.tv,26,3,29
01/08/2014 a 31/08/2014,youtube.com,124,113,237
01/08/2014 a 31/08/2014,google.com,33,7,40
01/08/2014 a 31/08/2014,uol.com.br,32,31,63
01/08/2014 a 31/08/2014,twitter.com,149,104,253
01/08/2014 a 31/08/2014,orkut.com.br,191,127,318
,,,,
01/09/2014 a 30/09/2014,terra.com.br,65,53,118
01/09/2014 a 30/09/2014,facebook.com,1763,4081,5844
01/09/2014 a 30/09/2014,xvideos.com,120,42,162
01/09/2014 a 30/09/2014,youtube.com,175,937,1112
01/09/2014 a 30/09/2014,imgur.com,33,11,44
01/09/2014 a 30/09/2014,google.com,32,4,36
01/09/2014 a 30/09/2014,google.com.br,30,6,36
01/09/2014 a 30/09/2014,twitter.com,85,71,156
01/09/2014 a 30/09/2014,dropbox.com,35,27,62
01/09/2014 a 30/09/2014,orkut.com.br,194,108,302
,,,,
01/10/2014 a 31/10/2014,instagram.com,141,34,175
01/10/2014 a 31/10/2014,terra.com.br,47,48,95
01/10/2014 a 31/10/2014,facebook.com,10884,5971,16855
01/10/2014 a 31/10/2014,xvideos.com,123,66,189
01/10/2014 a 31/10/2014,youtube.com,210,231,441
01/10/2014 a 31/10/2014,fbcdn.net,69,178,247
01/10/2014 a 31/10/2014,tumblr.com,44,174,218
01/10/2014 a 31/10/2014,google.com,43,13,56
01/10/2014 a 31/10/2014,twitter.com,1225,1450,2675
01/10/2014 a 31/10/2014,akamaihd.net,101,172,273
,,,,
01/11/2014 a 30/11/2014,tioastolfo.com,44,2201,2245
01/11/2014 a 30/11/2014,terra.com.br,23,15,38
01/11/2014 a 30/11/2014,facebook.com,1947,2270,4217
01/11/2014 a 30/11/2014,xvideos.com,131,73,204
01/11/2014 a 30/11/2014,youtube.com,161,118,279
01/11/2014 a 30/11/2014,pixs.ru,23,0,23
01/11/2014 a 30/11/2014,google.com.br,19,71,90
01/11/2014 a 30/11/2014,twitter.com,142,199,341
01/11/2014 a 30/11/2014,dropbox.com,59,15,74
01/11/2014 a 30/11/2014,akamaihd.net,23,3,26
,,,,
01/12/2014 a 31/12/2014,facebook.com,1561,2596,4157
01/12/2014 a 31/12/2014,xvideos.com,179,90,269
01/12/2014 a 31/12/2014,youtube.com,106,86,192
01/12/2014 a 31/12/2014,fbcdn.net,24,14,38
01/12/2014 a 31/12/2014,google.com,32,15,47
01/12/2014 a 31/12/2014,google.com.br,28,32,60
01/12/2014 a 31/12/2014,twitter.com,134,33,167
01/12/2014 a 31/12/2014,spoiledvirgins.com,33,21,54
01/12/2014 a 31/12/2014,dropbox.com,39,7,46
01/12/2014 a 31/12/2014,wordpress.com,52,700,752
,,,,
01/01/2015 a 31/01/2015,boyvidsthnubdaub.onion,32,1,33
01/01/2015 a 31/01/2015,facebook.com,1603,3148,4751
01/01/2015 a 31/01/2015,xvideos.com,193,94,287
01/01/2015 a 31/01/2015,youtube.com,112,80,192
01/01/2015 a 31/01/2015,novinhobareback.blogspot.com.br,161,201,362
01/01/2015 a 31/01/2015,google.com,39,12,51
01/01/2015 a 31/01/2015,yadi.sk,60,5,65
01/01/2015 a 31/01/2015,google.com.br,42,8,50
01/01/2015 a 31/01/2015,twitter.com,183,448,631
01/01/2015 a 31/01/2015,wordpress.com,34,524,558
,,,,
01/02/2015 a 28/02/2015,instagram.com,22,288,310
01/02/2015 a 28/02/2015,facebook.com,1480,12615,14095
01/02/2015 a 28/02/2015,xvideos.com,79,47,126
01/02/2015 a 28/02/2015,youtube.com,112,324,436
01/02/2015 a 28/02/2015,google.com,22,70,92
01/02/2015 a 28/02/2015,yadi.sk,35,6,41
01/02/2015 a 28/02/2015,google.com.br,27,3,30
01/02/2015 a 28/02/2015,pornhub.com,33,18,51
01/02/2015 a 28/02/2015,twitter.com,208,657,865
01/02/2015 a 28/02/2015,dropbox.com,33,15,48
,,,,
01/03/2015 a 31/03/2015,instagram.com,30,112,142
01/03/2015 a 31/03/2015,facebook.com,1522,3606,5128
01/03/2015 a 31/03/2015,xvideos.com,114,43,157
01/03/2015 a 31/03/2015,youtube.com,131,153,284
01/03/2015 a 31/03/2015,socialdub.com,61,278,339
01/03/2015 a 31/03/2015,google.com,24,10,34
01/03/2015 a 31/03/2015,yadi.sk,24,2,26
01/03/2015 a 31/03/2015,uol.com.br,23,69,92
01/03/2015 a 31/03/2015,twitter.com,132,167,299
01/03/2015 a 31/03/2015,imgsrc.ru,26,12,38
,,,,
01/04/2015 a 30/04/2015,tioastolfo.com,70,14725,14795
01/04/2015 a 30/04/2015,facebook.com,1883,2195,4078
01/04/2015 a 30/04/2015,xvideos.com,113,60,173
01/04/2015 a 30/04/2015,youtube.com,212,360,572
01/04/2015 a 30/04/2015,socialdub.com,42,265,307
01/04/2015 a 30/04/2015,globo.com,54,12,66
01/04/2015 a 30/04/2015,google.com,41,13,54
01/04/2015 a 30/04/2015,google.com.br,41,3,44
01/04/2015 a 30/04/2015,twitter.com,253,302,555
01/04/2015 a 30/04/2015,youtu.be,48,32,80
,,,,
01/05/2015 a 31/05/2015,socialcam.com,146,34,180
01/05/2015 a 31/05/2015,facebook.com,1550,2227,3777
01/05/2015 a 31/05/2015,xvideos.com,123,65,188
01/05/2015 a 31/05/2015,youtube.com,137,76,213
01/05/2015 a 31/05/2015,socialdub.com,29,1098,1127
01/05/2015 a 31/05/2015,globo.com,28,10,38
01/05/2015 a 31/05/2015,nomesbrasil.com,31,444,475
01/05/2015 a 31/05/2015,midiamax.com.br,29,0,29
01/05/2015 a 31/05/2015,yadi.sk,48,1,49
01/05/2015 a 31/05/2015,twitter.com,238,173,411
,,,,
01/06/2015 a 30/06/2015,firstanalquest.com,28,7,35
01/06/2015 a 30/06/2015,socialcam.com,99,36,135
01/06/2015 a 30/06/2015,facebook.com,1404,1393,2797
01/06/2015 a 30/06/2015,xvideos.com,101,60,161
01/06/2015 a 30/06/2015,youtube.com,163,492,655
01/06/2015 a 30/06/2015,socialdub.com,130,4640,4770
01/06/2015 a 30/06/2015,globo.com,56,22,78
01/06/2015 a 30/06/2015,imgur.com,28,32,60
01/06/2015 a 30/06/2015,google.com,25,7,32
01/06/2015 a 30/06/2015,twitter.com,112,54,166
,,,,
01/07/2015 a 31/07/2015,tioastolfo.com,65,11211,11276
01/07/2015 a 31/07/2015,socialcam.com,112,29,141
01/07/2015 a 31/07/2015,facebook.com,1666,1956,3622
01/07/2015 a 31/07/2015,xvideos.com,135,112,247
01/07/2015 a 31/07/2015,youtube.com,107,144,251
01/07/2015 a 31/07/2015,socialdub.com,84,1637,1721
01/07/2015 a 31/07/2015,globo.com,55,21,76
01/07/2015 a 31/07/2015,yadi.sk,37,0,37
01/07/2015 a 31/07/2015,twitter.com,175,111,286
01/07/2015 a 31/07/2015,imgsrc.ru,38,7,45
,,,,
01/08/2015 a 31/08/2015,socialcam.com,210,85,295
01/08/2015 a 31/08/2015,facebook.com,2004,10335,12339
01/08/2015 a 31/08/2015,xvideos.com,110,68,178
01/08/2015 a 31/08/2015,youtube.com,133,142,275
01/08/2015 a 31/08/2015,socialdub.com,30,654,684
01/08/2015 a 31/08/2015,globo.com,45,95,140
01/08/2015 a 31/08/2015,google.com,30,10,40
01/08/2015 a 31/08/2015,yadi.sk,29,0,29
01/08/2015 a 31/08/2015,google.com.br,28,1,29
01/08/2015 a 31/08/2015,twitter.com,118,30,148
,,,,
01/09/2015 a 30/09/2015,instagram.com,28,15,43
01/09/2015 a 30/09/2015,facebook.com,1243,1193,2436
01/09/2015 a 30/09/2015,xvideos.com,118,68,186
01/09/2015 a 30/09/2015,youtube.com,124,95,219
01/09/2015 a 30/09/2015,tumblr.com,36,21,57
01/09/2015 a 30/09/2015,socialdub.com,19,63,82
01/09/2015 a 30/09/2015,globo.com,75,51,126
01/09/2015 a 30/09/2015,google.com,53,38,91
01/09/2015 a 30/09/2015,uol.com.br,18,26,44
01/09/2015 a 30/09/2015,twitter.com,136,342,478
,,,,
01/10/2015 a 31/10/2015,instagram.com,37,93,130
01/10/2015 a 31/10/2015,photosugar.com,44,0,44
01/10/2015 a 31/10/2015,facebook.com,1857,5058,6915
01/10/2015 a 31/10/2015,xvideos.com,323,208,531
01/10/2015 a 31/10/2015,youtube.com,128,128,256
01/10/2015 a 31/10/2015,globo.com,81,63,144
01/10/2015 a 31/10/2015,google.com,35,13,48
01/10/2015 a 31/10/2015,twitter.com,423,389,812
01/10/2015 a 31/10/2015,wordpress.com,52,1416,1468
01/10/2015 a 31/10/2015,imgsrc.ru,33,17,50
,,,,
01/11/2015 a 30/11/2015,instagram.com,44,15,59
01/11/2015 a 30/11/2015,photosugar.com,30,0,30
01/11/2015 a 30/11/2015,facebook.com,1957,1853,3810
01/11/2015 a 30/11/2015,xvideos.com,178,117,295
01/11/2015 a 30/11/2015,youtube.com,135,56,191
01/11/2015 a 30/11/2015,doloresaronovich.com,50,2354,2404
01/11/2015 a 30/11/2015,globo.com,75,49,124
01/11/2015 a 30/11/2015,google.com,30,24,54
01/11/2015 a 30/11/2015,twitter.com,542,1824,2366
01/11/2015 a 30/11/2015,imgsrc.ru,41,13,54
,,,,
01/12/2015 a 31/12/2015,instagram.com,378,5339,5717
01/12/2015 a 31/12/2015,terra.com.br,32,55,87
01/12/2015 a 31/12/2015,t.co,30,44,74
01/12/2015 a 31/12/2015,facebook.com,1792,2361,4153
01/12/2015 a 31/12/2015,xvideos.com,145,75,220
01/12/2015 a 31/12/2015,youtube.com,110,64,174
01/12/2015 a 31/12/2015,globo.com,50,29,79
01/12/2015 a 31/12/2015,uol.com.br,34,26,60
01/12/2015 a 31/12/2015,twitter.com,389,610,999
01/12/2015 a 31/12/2015,imgsrc.ru,24,20,44
,,,,
01/01/2016 a 31/01/2016,instagram.com,40,30,70
01/01/2016 a 31/01/2016,reisdocamarote.org,70,11388,11458
01/01/2016 a 31/01/2016,facebook.com,2832,8875,11707
01/01/2016 a 31/01/2016,xvideos.com,182,87,269
01/01/2016 a 31/01/2016,youtube.com,124,73,197
01/01/2016 a 31/01/2016,globo.com,72,82,154
01/01/2016 a 31/01/2016,yahoo.com,39,14,53
01/01/2016 a 31/01/2016,google.com,31,19,50
01/01/2016 a 31/01/2016,pornhub.com,35,8,43
01/01/2016 a 31/01/2016,twitter.com,345,321,666
,,,,
01/02/2016 a 29/02/2016,instagram.com,43,40,83
01/02/2016 a 29/02/2016,facebook.com,2394,10094,12488
01/02/2016 a 29/02/2016,xvideos.com,133,65,198
01/02/2016 a 29/02/2016,youtube.com,181,240,421
01/02/2016 a 29/02/2016,globo.com,45,24,69
01/02/2016 a 29/02/2016,yahoo.com,37,20,57
01/02/2016 a 29/02/2016,google.com,37,13,50
01/02/2016 a 29/02/2016,mallandrinhas.net,32,20,52
01/02/2016 a 29/02/2016,twitter.com,259,149,408
01/02/2016 a 29/02/2016,youtu.be,33,34,67
,,,,
01/03/2016 a 31/03/2016,instagram.com,32,23,55
01/03/2016 a 31/03/2016,facebook.com,1704,1370,3074
01/03/2016 a 31/03/2016,xvideos.com,132,56,188
01/03/2016 a 31/03/2016,youtube.com,165,128,293
01/03/2016 a 31/03/2016,tumblr.com,23,22,45
01/03/2016 a 31/03/2016,globo.com,65,31,96
01/03/2016 a 31/03/2016,yahoo.com,52,18,70
01/03/2016 a 31/03/2016,xhamster.com,24,0,24
01/03/2016 a 31/03/2016,twitter.com,205,130,335
01/03/2016 a 31/03/2016,youtu.be,26,7,33
,,,,
01/04/2016 a 30/04/2016,instagram.com,24,23,47
01/04/2016 a 30/04/2016,facebook.com,1922,2642,4564
01/04/2016 a 30/04/2016,xvideos.com,100,76,176
01/04/2016 a 30/04/2016,youtube.com,118,136,254
01/04/2016 a 30/04/2016,globo.com,37,15,52
01/04/2016 a 30/04/2016,yahoo.com,50,15,65
01/04/2016 a 30/04/2016,google.com,30,20,50
01/04/2016 a 30/04/2016,uol.com.br,27,24,51
01/04/2016 a 30/04/2016,twitter.com,325,255,580
01/04/2016 a 30/04/2016,youtu.be,27,6,33
,,,,
01/05/2016 a 31/05/2016,instagram.com,41,43,84
01/05/2016 a 31/05/2016,t.co,45,296,341
01/05/2016 a 31/05/2016,facebook.com,2685,7188,9873
01/05/2016 a 31/05/2016,xvideos.com,162,86,248
01/05/2016 a 31/05/2016,youtube.com,357,5349,5706
01/05/2016 a 31/05/2016,fbcdn.net,55,32,87
01/05/2016 a 31/05/2016,globo.com,59,32,91
01/05/2016 a 31/05/2016,google.com.br,46,36,82
01/05/2016 a 31/05/2016,twitter.com,567,3510,4077
01/05/2016 a 31/05/2016,youtu.be,40,794,834
,,,,
01/06/2016 a 30/06/2016,instagram.com,35,19,54
01/06/2016 a 30/06/2016,facebook.com,1621,4901,6522
01/06/2016 a 30/06/2016,xvideos.com,142,66,208
01/06/2016 a 30/06/2016,youtube.com,162,912,1074
01/06/2016 a 30/06/2016,tumblr.com,101,34,135
01/06/2016 a 30/06/2016,globo.com,62,88,150
01/06/2016 a 30/06/2016,mail.ru,32,3,35
01/06/2016 a 30/06/2016,google.com.br,38,15,53
01/06/2016 a 30/06/2016,twitter.com,227,604,831
01/06/2016 a 30/06/2016,imgsrc.ru,46,18,64
,,,,
01/07/2016 a 31/07/2016,instagram.com,26,19,45
01/07/2016 a 31/07/2016,facebook.com,1268,1228,2496
01/07/2016 a 31/07/2016,xvideos.com,121,53,174
01/07/2016 a 31/07/2016,youtube.com,120,83,203
01/07/2016 a 31/07/2016,globo.com,69,61,130
01/07/2016 a 31/07/2016,google.com.br,56,14,70
01/07/2016 a 31/07/2016,vitorrentz.in,36,16,52
01/07/2016 a 31/07/2016,twitter.com,134,214,348
01/07/2016 a 31/07/2016,dropbox.com,55,10,65
01/07/2016 a 31/07/2016,imgsrc.ru,27,18,45
,,,,
01/08/2016 a 31/08/2016,instagram.com,37,46,83
01/08/2016 a 31/08/2016,facebook.com,1632,2754,4386
01/08/2016 a 31/08/2016,xvideos.com,96,136,232
01/08/2016 a 31/08/2016,youtube.com,111,191,302
01/08/2016 a 31/08/2016,tumblr.com,43,17,60
01/08/2016 a 31/08/2016,globo.com,32,46,78
01/08/2016 a 31/08/2016,yahoo.com,33,28,61
01/08/2016 a 31/08/2016,google.com.br,55,137,192
01/08/2016 a 31/08/2016,twitter.com,244,833,1077
01/08/2016 a 31/08/2016,dropbox.com,26,30,56
,,,,
01/09/2016 a 30/09/2016,instagram.com,20,34,54
01/09/2016 a 30/09/2016,facebook.com,992,1573,2565
01/09/2016 a 30/09/2016,xvideos.com,79,74,153
01/09/2016 a 30/09/2016,youtube.com,186,1457,1643
01/09/2016 a 30/09/2016,globo.com,31,284,315
01/09/2016 a 30/09/2016,mail.ru,34,6,40
01/09/2016 a 30/09/2016,google.com.br,24,12,36
01/09/2016 a 30/09/2016,pornhub.com,27,18,45
01/09/2016 a 30/09/2016,twitter.com,97,178,275
01/09/2016 a 30/09/2016,youtu.be,31,254,285
,,,,
01/10/2016 a 31/10/2016,xnxx.com,22,5,27
01/10/2016 a 31/10/2016,facebook.com,326,295,621
01/10/2016 a 31/10/2016,xvideos.com,105,55,160
01/10/2016 a 31/10/2016,youtube.com,44,34,78
01/10/2016 a 31/10/2016,yahoo.com,19,51,70
01/10/2016 a 31/10/2016,google.com.br,44,8,52
01/10/2016 a 31/10/2016,pornhub.com,53,22,75
01/10/2016 a 31/10/2016,twitter.com,43,155,198
01/10/2016 a 31/10/2016,dropbox.com,31,18,49
01/10/2016 a 31/10/2016,imgsrc.ru,42,20,62
,,,,
01/11/2016 a 30/11/2016,instagram.com,35,21,56
01/11/2016 a 30/11/2016,terra.com.br,39,18,57
01/11/2016 a 30/11/2016,facebook.com,692,404,1096
01/11/2016 a 30/11/2016,xvideos.com,69,25,94
01/11/2016 a 30/11/2016,youtube.com,139,61,200
01/11/2016 a 30/11/2016,google.com.br,67,5,72
01/11/2016 a 30/11/2016,pornhub.com,59,10,69
01/11/2016 a 30/11/2016,twitter.com,80,56,136
01/11/2016 a 30/11/2016,dropbox.com,46,2,48
01/11/2016 a 30/11/2016,imgsrc.ru,51,16,67
,,,,
01/12/2016 a 31/12/2016,instagram.com,34,26,60
01/12/2016 a 31/12/2016,facebook.com,710,361,1071
01/12/2016 a 31/12/2016,xvideos.com,91,35,126
01/12/2016 a 31/12/2016,youtube.com,100,47,147
01/12/2016 a 31/12/2016,mail.ru,27,8,35
01/12/2016 a 31/12/2016,google.com.br,62,6,68
01/12/2016 a 31/12/2016,pornhub.com,28,7,35
01/12/2016 a 31/12/2016,twitter.com,158,95,253
01/12/2016 a 31/12/2016,dropbox.com,27,7,34
01/12/2016 a 31/12/2016,imgsrc.ru,41,14,55
,,,,
01/01/2017 a 31/01/2017,instagram.com,27,11,38
01/01/2017 a 31/01/2017,facebook.com,835,484,1319
01/01/2017 a 31/01/2017,xvideos.com,121,29,150
01/01/2017 a 31/01/2017,youtube.com,111,31,142
01/01/2017 a 31/01/2017,globo.com,29,31,60
01/01/2017 a 31/01/2017,mail.ru,25,8,33
01/01/2017 a 31/01/2017,google.com.br,69,27,96
01/01/2017 a 31/01/2017,uol.com.br,21,132,153
01/01/2017 a 31/01/2017,twitter.com,139,86,225
01/01/2017 a 31/01/2017,imgsrc.ru,45,19,64
,,,,
01/02/2017 a 28/02/2017,facebook.com,899,1591,2490
01/02/2017 a 28/02/2017,xvideos.com,154,49,203
01/02/2017 a 28/02/2017,youtube.com,161,368,529
01/02/2017 a 28/02/2017,tumblr.com,41,2,43
01/02/2017 a 28/02/2017,google.com.br,34,4,38
01/02/2017 a 28/02/2017,pornhub.com,37,15,52
01/02/2017 a 28/02/2017,twitter.com,221,224,445
01/02/2017 a 28/02/2017,periscope.tv,36,43,79
01/02/2017 a 28/02/2017,imgsrc.ru,40,17,57
01/02/2017 a 28/02/2017,youtu.be,32,50,82
,,,,
01/03/2017 a 31/03/2017,xnxx.com,29,4,33
01/03/2017 a 31/03/2017,facebook.com,834,1020,1854
01/03/2017 a 31/03/2017,xvideos.com,179,31,210
01/03/2017 a 31/03/2017,youtube.com,101,59,160
01/03/2017 a 31/03/2017,google.com,29,7,36
01/03/2017 a 31/03/2017,google.com.br,49,4,53
01/03/2017 a 31/03/2017,uol.com.br,30,31,61
01/03/2017 a 31/03/2017,pornhub.com,37,2,39
01/03/2017 a 31/03/2017,twitter.com,344,81,425
01/03/2017 a 31/03/2017,periscope.tv,27,19,46
,,,,
01/04/2017 a 30/04/2017,instagram.com,42,52,94
01/04/2017 a 30/04/2017,facebook.com,953,782,1735
01/04/2017 a 30/04/2017,xvideos.com,217,58,275
01/04/2017 a 30/04/2017,youtube.com,133,28,161
01/04/2017 a 30/04/2017,pure18.com,39,11,50
01/04/2017 a 30/04/2017,filosofiadoestupro.net,47,6083,6130
01/04/2017 a 30/04/2017,mega.nz,37,5,42
01/04/2017 a 30/04/2017,google.com.br,59,1,60
01/04/2017 a 30/04/2017,twitter.com,345,4071,4416
01/04/2017 a 30/04/2017,imgsrc.ru,47,10,57
,,,,
01/05/2017 a 31/05/2017,instagram.com,41,23,64
01/05/2017 a 31/05/2017,facebook.com,733,957,1690
01/05/2017 a 31/05/2017,xvideos.com,253,72,325
01/05/2017 a 31/05/2017,youtube.com,117,115,232
01/05/2017 a 31/05/2017,pscp.tv,38,18,56
01/05/2017 a 31/05/2017,mega.nz,44,3,47
01/05/2017 a 31/05/2017,google.com.br,89,7,96
01/05/2017 a 31/05/2017,uol.com.br,38,18,56
01/05/2017 a 31/05/2017,pornhub.com,88,16,104
01/05/2017 a 31/05/2017,twitter.com,263,535,798
,,,,
01/06/2017 a 30/06/2017,instagram.com,56,104,160
01/06/2017 a 30/06/2017,whatsapp.com,42,36,78
01/06/2017 a 30/06/2017,facebook.com,626,646,1272
01/06/2017 a 30/06/2017,xvideos.com,174,100,274
01/06/2017 a 30/06/2017,youtube.com,91,41,132
01/06/2017 a 30/06/2017,google.com.br,56,7,63
01/06/2017 a 30/06/2017,uol.com.br,35,33,68
01/06/2017 a 30/06/2017,pornhub.com,61,13,74
01/06/2017 a 30/06/2017,twitter.com,217,114,331
,,,,
01/07/2017 a 31/07/2017,instagram.com,106,40,146
01/07/2017 a 31/07/2017,whatsapp.com,30,12,42
01/07/2017 a 31/07/2017,facebook.com,560,551,1111
01/07/2017 a 31/07/2017,xvideos.com,171,71,242
01/07/2017 a 31/07/2017,youtube.com,83,56,139
01/07/2017 a 31/07/2017,google.com.br,78,13,91
01/07/2017 a 31/07/2017,pornhub.com,91,21,112
01/07/2017 a 31/07/2017,twitter.com,281,332,613
01/07/2017 a 31/07/2017,imagefap.com,38,2,40
01/07/2017 a 31/07/2017,imgsrc.ru,34,39,73
,,,,
01/08/2017 a 31/08/2017,instagram.com,48,165,213
01/08/2017 a 31/08/2017,facebook.com,573,441,1014
01/08/2017 a 31/08/2017,xvideos.com,183,56,239
01/08/2017 a 31/08/2017,youtube.com,94,67,161
01/08/2017 a 31/08/2017,google.com.br,83,7,90
01/08/2017 a 31/08/2017,pornhub.com,48,23,71
01/08/2017 a 31/08/2017,twitter.com,317,145,462
01/08/2017 a 31/08/2017,url-img.link,47,8,55
01/08/2017 a 31/08/2017,imagefap.com,69,4,73
01/08/2017 a 31/08/2017,youtu.be,53,18,71
,,,,
01/09/2017 a 30/09/2017,instagram.com,32,3,35
01/09/2017 a 30/09/2017,facebook.com,552,260,812
01/09/2017 a 30/09/2017,xvideos.com,191,45,236
01/09/2017 a 30/09/2017,youtube.com,90,155,245
01/09/2017 a 30/09/2017,google.com,62,58,120
01/09/2017 a 30/09/2017,google.com.br,244,10,254
01/09/2017 a 30/09/2017,pornhub.com,38,4,42
01/09/2017 a 30/09/2017,twitter.com,238,380,618
01/09/2017 a 30/09/2017,imagefap.com,31,0,31
01/09/2017 a 30/09/2017,imgsrc.ru,33,19,52
,,,,
01/10/2017 a 31/10/2017,xnxx.com,32,4,36
01/10/2017 a 31/10/2017,facebook.com,520,208,728
01/10/2017 a 31/10/2017,xvideos.com,198,58,256
01/10/2017 a 31/10/2017,youtube.com,128,54,182
01/10/2017 a 31/10/2017,4shared.com,75,7,82
01/10/2017 a 31/10/2017,google.com.br,147,4,151
01/10/2017 a 31/10/2017,pornhub.com,32,2,34
01/10/2017 a 31/10/2017,twitter.com,113,42,155
01/10/2017 a 31/10/2017,imagefap.com,98,10,108
01/10/2017 a 31/10/2017,imgsrc.ru,37,24,61
,,,,
01/11/2017 a 30/11/2017,instagram.com,71,60,131
01/11/2017 a 30/11/2017,facebook.com,524,249,773
01/11/2017 a 30/11/2017,xvideos.com,120,43,163
01/11/2017 a 30/11/2017,youtube.com,116,25,141
01/11/2017 a 30/11/2017,4shared.com,84,3,87
01/11/2017 a 30/11/2017,google.com.br,199,13,212
01/11/2017 a 30/11/2017,xhamster.com,54,11,65
01/11/2017 a 30/11/2017,pornhub.com,37,5,42
01/11/2017 a 30/11/2017,twitter.com,166,62,228
01/11/2017 a 30/11/2017,imgbox.com,52,4,56
,,,,
01/12/2017 a 31/12/2017,instagram.com,52,174,226
01/12/2017 a 31/12/2017,facebook.com,429,282,711
01/12/2017 a 31/12/2017,xvideos.com,153,64,217
01/12/2017 a 31/12/2017,youtube.com,63,37,100
01/12/2017 a 31/12/2017,4shared.com,47,6,53
01/12/2017 a 31/12/2017,google.com.br,123,61,184
01/12/2017 a 31/12/2017,xhamster.com,54,12,66
01/12/2017 a 31/12/2017,twitter.com,126,55,181
01/12/2017 a 31/12/2017,imagefap.com,61,7,68
01/12/2017 a 31/12/2017,imgsrc.ru,62,40,102
,,,,
01/01/2018 a 31/01/2018,instagram.com,51,30,81
01/01/2018 a 31/01/2018,riodenojeira.com,228,33885,34113
01/01/2018 a 31/01/2018,t.co,147,3347,3494
01/01/2018 a 31/01/2018,facebook.com,1670,899,2569
01/01/2018 a 31/01/2018,xvideos.com,180,43,223
